,g_number_of_nodes,g_number_of_arcs,g_min_cost,g_max_cost,g_sum_cost,g_mean_cost,g_std_cost,g_min_cap,g_max_cap,g_sum_cap,g_mean_cap,g_std_cap,g_supply,g_number_of_supply_nodes,g_arcs_source_sink,mst_sum_cost,mst_mean_cost,mst_std_cost,mst_sum_cap,mst_mean_cap,mst_std_cap,Network Simplex,CS2,SSP,CAS,CC Simple,CC Minimum Mean Cycle,CC Cancel and Tighten,Minimum
31324441,502,960,1,100,49515,0.51578125,0.2836014920889948,1,1000,489047,0.5094239583333333,0.28205178020651617,223.0,1,51,15230,0.3454454726909817,0.20710892881511728,258684,0.5163353293413173,0.2762156497358962,245,1091,422,261,15527,31059,9144,Network Simplex
31328742,252,545,3,1000,278850,0.511651376146789,0.2856624740906842,8,9997,2814120,0.5165072457517071,0.2870913244849417,158.0,1,6,69604,0.34793823451488903,0.21747613726350395,1268513,0.5080764706330003,0.2842454721912283,41,227,31,35,432,978,381,SSP
31329553,5002,10050,1,10,55107,0.5483283582089552,0.28712278587903184,1,1000,5008857,0.4983937313432836,0.2884696369521253,7071.0,1,51,15877,0.3174765046990602,0.17094053517099891,2508998,0.5016992601479704,0.28828235290154963,16909,31419,286450,135960,14233240,46624805,1145397,Network Simplex
31330127,2002,3920,1,10,21415,0.5463010204081633,0.28661748525884045,4,9995,19341085,0.4936418464334208,0.2863015548077472,447.0,1,101,6407,0.32018990504747624,0.1699638786860666,9960236,0.4980119245029811,0.2877714093148099,5486,7481,938,2817,892722,1695677,207910,SSP
31331351,102,215,1,100,10920,0.5079069767441861,0.2793477297873952,11,9957,1011062,0.4722922520325773,0.29984071870916323,10000.0,1,6,2795,0.3897643285455306,0.22163569271927885,477732,0.4761445341232332,0.2902705157119222,31,187,80,103,807,1826,665,Network Simplex
31332138,502,1095,1,1000,557091,0.508758904109589,0.2856722270799638,4,10000,5442453,0.4970276712328767,0.2903839244383243,223.0,1,6,130881,0.3023605566644489,0.19113349150966655,2458630,0.4956014047445405,0.2854152711574803,64,546,88,79,1632,13559,1607,Network Simplex
31337012,1002,2090,1,10,11552,0.5527272727272727,0.28794724276340977,3,9985,10358259,0.4963550109853776,0.2940603939442295,31622.0,1,11,3145,0.34909534909534906,0.1874786945828424,4946688,0.4949170008759393,0.29552965234157524,314,1913,1865,3150,90145,389014,12648,Network Simplex
31341216,502,1040,2,996,499894,0.4825976984862527,0.2869924218889057,10,10000,5175649,0.4976585576923077,0.2910879139998188,22360.0,1,11,121447,0.2970700755352041,0.19292197972152092,2548583,0.5110500317428234,0.2842088545568929,509,2532,1704,3979,52346,189891,18941,Network Simplex
31344408,202,410,38,9987,2119655,0.5176619849707058,0.2839291136305098,3,9988,2008461,0.4904570850874708,0.2943923061887749,141.0,1,11,581869,0.3525171269807805,0.21616044746640112,925836,0.4611683273659735,0.30034295859839577,53,358,27,33,727,1429,1619,SSP
31347090,2002,4080,1,999,2019122,0.4953782213586136,0.2895623557867756,1,1000,2036946,0.4992514705882353,0.2881169901235215,447.0,1,21,515601,0.2720925703990666,0.17904119512356684,1001821,0.5006601699150425,0.28953255586775983,856,3495,1955,2734,167493,785724,37904,Network Simplex
31348770,252,545,1,100,26988,0.4951926605504587,0.27812545770094804,1,100,28195,0.5173394495412844,0.2821790771177051,158.0,1,6,6388,0.3635742743312465,0.22235815210780407,12732,0.5072509960159363,0.28190447357238496,50,449,175,168,2011,5203,1142,Network Simplex
31350275,1002,2030,5,9998,10111303,0.4981933825188683,0.28802964241518586,3,9997,9912041,0.4884244090961278,0.2920713222516569,31622.0,1,21,2655649,0.2930839597874508,0.1904176512563056,4820121,0.4816750719521551,0.2879795853804856,1395,3860,4341,5843,243812,817190,28670,Network Simplex
31362586,102,185,4,1000,86285,0.4664054054054054,0.3053871852972134,8,999,93750,0.5072640207775343,0.2935655088048121,100.0,1,21,25331,0.31078312292195764,0.24229595395437775,51803,0.5134144045035134,0.2952593452594903,108,206,28,46,2413,3793,2411,SSP
31366960,102,200,1,2,296,0.74,0.24979991993593595,6,998,99153,0.4967585170340682,0.27272404713357445,100.0,1,11,114,0.5643564356435643,0.16744093589393827,50390,0.4999107125141372,0.2703066688986654,66,83,25,44,758,1090,384,SSP
31368285,102,215,1,2,333,0.7744186046511627,0.24880460555803666,2,100,10741,0.4995813953488372,0.29116975249868593,100.0,1,6,117,0.5792079207920792,0.182565236778077,4889,0.4840594059405941,0.2882764700831608,56,142,137,140,2147,8992,1702,Network Simplex
31385423,502,905,1,10,5102,0.5637569060773481,0.2806685517349051,2,9991,4490650,0.4966514061550423,0.29440561931781273,223.0,1,101,1875,0.41583499667332,0.22265340908364387,2398384,0.4791505968145782,0.2922534741404011,285,746,348,363,20851,13067,8117,Network Simplex
31385732,502,1095,1,1000,562725,0.5139041095890411,0.2826652713815613,1,10,6031,0.5507762557077626,0.2872270833801648,223.0,1,6,136071,0.3490987177316319,0.21645116089213,2727,0.5443113772455089,0.2906263022425689,199,1647,3040,2035,16930,54920,5548,Network Simplex
31387078,402,800,1,2,1164,0.7275,0.2489854413414568,7,9991,3911899,0.4894278600740666,0.29084707902202944,200.0,1,21,436,0.543640897755611,0.14112377872240314,1955469,0.4880874083433194,0.29352526678352625,329,301,39,75,4131,7254,2800,SSP
31388345,2002,4080,1,9999,20456583,0.5014369819334874,0.2859196830358077,1,100,207649,0.5089436274509803,0.28712005885114456,447.0,1,21,5392410,0.31835293221670324,0.20117961580860536,99373,0.496616691654173,0.2870802848616937,928,7762,11545,9462,289461,819170,52087,Network Simplex
31388554,27,50,479,9890,234588,0.4743943377148635,0.2584437478603625,42,983,23569,0.4795320447609359,0.2768141192096869,50.0,1,6,79160,0.4077973994930866,0.2348790236198893,12887,0.5865725989986345,0.2661477365171361,10,40,8,6,67,73,95,CAS
31391872,1002,2090,1,10,11665,0.5581339712918659,0.2849214804016656,1,100,107364,0.5137033492822967,0.2889165837765752,316.0,1,11,3238,0.4043456543456544,0.21610332195003054,51228,0.5117682317682317,0.2929988428438965,956,2292,5037,7039,131164,284431,28656,Network Simplex
31392109,2002,3920,1,100,196639,0.5016301020408163,0.2874555350033657,2,9998,19434041,0.4958655251458455,0.2878283521551597,447.0,1,101,55570,0.30517708178877595,0.1947448562668808,10043524,0.5020256425098113,0.2868949883355829,4825,5163,921,851,939017,1397058,209089,CAS
31406466,502,1040,25,10000,5312709,0.5108374038461538,0.2834191457334172,1,9977,5397175,0.520155492247554,0.2866601602062974,22360.0,1,11,1386095,0.33205193070412226,0.20887299380403276,2496582,0.4995186051313572,0.2830863941156629,173,1393,669,1201,18603,48373,6487,Network Simplex
31407406,1002,2030,1,2,3058,0.7532019704433498,0.24997949392956195,11,9999,10058713,0.4955526587141473,0.29009599356584137,316.0,1,21,1106,0.5524475524475524,0.15320910699445206,4946987,0.4945506809811823,0.28946714910486226,324,672,97,130,17118,47746,6478,SSP
31413461,2502,5000,1,2,7505,0.7505,0.2499994999995,2,9996,25012787,0.5004559223689475,0.288609573834032,5000.0,1,51,2761,0.5519792083166734,0.1526032963638353,12581175,0.503650161881583,0.2881188570798606,1603,14756,3446,5039,1120325,2611791,84958,Network Simplex
31419843,27,50,1,2,71,0.71,0.2467792535850613,3,100,2548,0.5096,0.2978990433015856,50.0,1,6,27,0.5192307692307693,0.09615384615384616,1260,0.4846153846153846,0.2811272743415307,25,44,33,73,346,389,325,Network Simplex
31421438,402,800,1,996,408246,0.5123569277108434,0.29397276252201826,1,1000,399410,0.4992625,0.2912869780710253,2000.0,1,21,112220,0.34128094398150965,0.2270037502441788,202469,0.5049102244389028,0.2972125815365837,730,4496,4909,4534,98037,227989,26041,Network Simplex
31425924,10002,20000,1,2,30175,0.754375,0.2499617158186429,1,1000,10063859,0.50319295,0.2880001522921429,10000.0,1,101,11092,0.5545445455454454,0.1558754801883977,5045909,0.5045404459554045,0.2876666455796765,14563,79827,599371,146614,25970946,92468773,1134906,Network Simplex
31426444,5002,10050,1,10,54961,0.5468756218905473,0.2886866631924833,1,100,507420,0.5048955223880597,0.29065634086909864,707.0,1,51,15732,0.34953009398120377,0.1887440456677861,255087,0.5100719856028794,0.2911881122465233,12511,25649,67305,37878,3023230,8345536,295382,Network Simplex
31426508,1002,2090,18,10000,10525894,0.5036312918660287,0.2867274323565766,1,1000,1047694,0.501288995215311,0.28793397157014633,316.0,1,11,2698047,0.31243209091823904,0.20295403108963925,506775,0.5062687312687313,0.2854230866151437,789,3134,793,1305,129287,593956,29540,Network Simplex
31428209,502,905,1,100,44744,0.4944088397790056,0.28808514074774555,2,1000,451088,0.4984397790055249,0.2914490241298631,223.0,1,101,14584,0.34654500522764004,0.21967460807645348,255495,0.5099700598802396,0.29169398748881026,368,1678,403,481,23006,22098,14315,Network Simplex
31428779,502,1095,25,9996,5429107,0.4960072613520294,0.2925727836315534,2,1000,546792,0.4993534246575342,0.2912730179426553,223.0,1,6,1214669,0.3119517526963572,0.210346200611652,251768,0.5030339720958483,0.2959457790161278,54,836,79,148,4487,30749,2725,Network Simplex
31429806,502,1095,1,2,1667,0.7611872146118721,0.24974956702510603,1,100,56397,0.5150410958904109,0.2906408808113529,223.0,1,6,558,0.5568862275449101,0.15876734830614195,26063,0.5202195608782435,0.2903019140378147,85,530,302,700,11841,53555,2128,Network Simplex
31431619,10002,20000,1,10,110107,0.550535,0.2877476564196484,1,10000,100258645,0.501293225,0.2893589419433921,1000.0,1,101,32033,0.3202979702029797,0.17284375519094888,50063395,0.5005838916108388,0.29001330241548584,14352,20492,8399,12060,14421441,26852689,843010,SSP
31434092,502,1095,1,10,6082,0.5554337899543379,0.28343162777883885,4,9989,5583760,0.5104939634511204,0.28608671685823545,22360.0,1,6,1579,0.3939620758483034,0.2100333130094718,2604958,0.5225120054334101,0.29688281937610955,228,787,1060,1833,16504,105942,7832,Network Simplex
31442502,502,905,4,1000,459759,0.5080209944751382,0.2895379909062307,24,9992,4584545,0.5069851461279521,0.28737365434618795,223.0,1,101,153699,0.3579748321327008,0.2279327552388259,2536658,0.5069272748056151,0.2870839254576738,1223,1412,282,287,36010,20797,24026,SSP
31445403,502,905,1,10,4901,0.5415469613259669,0.2770759599345266,5,9998,4686172,0.5179126433021409,0.2854769041412216,223.0,1,101,1731,0.4318862275449102,0.21931435761260606,2531014,0.5052934738644336,0.2846844974867735,372,493,43,78,7849,7019,5449,SSP
31447413,1002,2030,1,2,3025,0.7450738916256158,0.2499514622007317,12,9992,10362770,0.5108899927824033,0.28670738395043865,316.0,1,21,1095,0.5469530469530469,0.14584901390941402,5088576,0.5089090507050263,0.29234975037455896,708,678,116,144,53572,137438,9324,SSP
31451997,1002,2030,1,100,101608,0.5005320197044335,0.2846901568862902,1,1000,1024495,0.5046773399014778,0.28948703711726664,316.0,1,21,27278,0.2930188091478414,0.18732237398761906,502861,0.5023586413586414,0.2894162305283845,411,1407,470,985,75043,249949,19579,Network Simplex
31453404,202,410,1,10,2241,0.5465853658536586,0.3014607506394252,43,9921,2014730,0.4953105140364981,0.2944572126543704,1414.0,1,11,606,0.3349917081260365,0.19466428761009266,965426,0.4841361181192114,0.30092103148311,64,182,39,52,2696,6013,1119,SSP
31456501,10002,20000,1,2,30023,0.750575,0.24999933874912555,1,100,1010926,0.505463,0.2899576790343722,1000.0,1,101,11021,0.5509949005099489,0.15131744901681002,506739,0.5066883311668833,0.28922210636488993,14115,70531,252446,105727,9932061,49789397,1026513,Network Simplex
31456532,1002,2090,4,10000,10593458,0.506864019138756,0.28721062925499863,1,10,11642,0.5570334928229665,0.28385723857704404,316.0,1,11,2690379,0.294994106979619,0.18489154552237771,5551,0.5545454545454546,0.2775694028678409,1410,4249,29157,18540,226485,617393,64808,Network Simplex
31456897,52,95,60,9952,498784,0.5275681164325605,0.29683154002893997,20,9854,425318,0.4543364703620224,0.2985818253457358,707.0,1,11,155243,0.445547481287597,0.2772410717952714,208329,0.4145405269881446,0.3156557110018826,45,157,48,91,890,2139,1364,Network Simplex
31457860,502,1040,1,100,51246,0.49275,0.2811865911427171,9,10000,5183619,0.4984249038461538,0.2889596041187951,223.0,1,11,13132,0.31580213067840224,0.19811799556581008,2458117,0.4927115040856227,0.2893595688081175,97,458,43,63,9050,41387,4185,SSP
31461898,27,50,104,984,25300,0.5142276422764228,0.278157739669442,82,9793,251041,0.5126947819871336,0.26691813544584003,5000.0,1,6,7667,0.3766087041949111,0.1827505184794792,123011,0.4831198108539066,0.28263367294706565,10,60,13,16,157,240,157,Network Simplex
31461938,502,960,1,999,497903,0.5191681264597932,0.29051062231011443,22,9992,4748541,0.4950357160728584,0.2892367086264591,223.0,1,51,150217,0.327330056045115,0.2152231115500685,2445532,0.4885209564857474,0.2904526591228807,281,1424,83,107,10274,22970,8148,SSP
31462364,2502,5000,1,100,251678,0.503356,0.29217545629980624,1,100,251066,0.502132,0.2878064185802673,500.0,1,51,67305,0.28936812371825466,0.1863403293668316,125922,0.5034866053578568,0.2880508451727748,3490,12823,39181,16966,1055603,2817715,169710,Network Simplex
31465827,502,1095,1,1000,561516,0.5127999999999999,0.29036938402331985,1,100,56331,0.5144383561643836,0.28694617825253604,2236.0,1,6,131557,0.3186757552855454,0.21143818767479175,25739,0.51375249500998,0.2885670610470291,180,1781,4230,4351,30320,116245,6339,Network Simplex
31466575,402,800,1,100,39941,0.4992625000000001,0.29164590018333875,4,9967,3951380,0.4955578408748872,0.28484166822527635,200.0,1,21,10549,0.3329966223681303,0.21614614179588332,1939475,0.4852609621726761,0.2868319708454528,139,437,57,72,4326,11237,3220,SSP
31468182,252,455,1,2,701,0.7703296703296704,0.24917203796631535,35,9965,2320076,0.5116977553304698,0.2910413125556101,158.0,1,51,306,0.6095617529880478,0.2068262526281659,1275348,0.5107114010537407,0.2921776759899841,174,173,24,41,2523,1877,1432,SSP
31468204,52,95,85,9922,515555,0.5469557283654611,0.27821995303865626,339,9918,521696,0.5536939748039185,0.29461257761625903,707.0,1,11,172189,0.4417447209159734,0.24870616472943155,290343,0.5832394221903493,0.2871622247591944,19,80,13,15,197,318,516,SSP
31470966,202,410,1,100,21183,0.5166585365853659,0.29252109448689273,1,100,20196,0.4925853658536585,0.27807201871227505,141.0,1,11,5541,0.3995241185377461,0.25709152306636085,10086,0.5017910447761195,0.2814811148714185,72,380,296,337,5513,13807,2001,Network Simplex
31472798,502,1040,1,2,1567,0.7533653846153846,0.24997734734649565,1,1000,527919,0.5076144230769231,0.28929189475147404,223.0,1,11,543,0.5419161676646707,0.1385681013821094,249259,0.4975229540918164,0.28989628879229346,278,482,246,420,35368,140014,9131,SSP
31474204,1002,1970,1,1000,975949,0.4954055837563451,0.2905148737104423,27,9987,9727321,0.4944153795873722,0.28699057932465616,316.0,1,51,266690,0.3225467026919812,0.2149250533374517,5055563,0.5057086700222777,0.2910095118379033,1857,1568,231,246,147978,333729,48479,SSP
31475062,402,800,4,9985,4023526,0.5036962944416625,0.28565316510893696,1,100,40543,0.5067875000000001,0.28826039416428684,200.0,1,21,1117109,0.3818267516515728,0.2365799431601112,20736,0.5171072319201995,0.2892515252516701,540,1668,2292,1803,50838,152199,20468,Network Simplex
31482646,1002,2030,2,9998,10165541,0.5008657396503929,0.29245886957375106,3,10000,10020951,0.4936429064039409,0.2920017237725389,3162.0,1,21,2641436,0.29938702096632663,0.19728023733862174,4810767,0.4811253417720531,0.2907440284294269,394,1502,279,1295,147667,421866,17694,SSP
31485453,1002,1970,1,100,100873,0.5120456852791878,0.28704892302057416,4,9991,10084386,0.5123588894980101,0.2854359979061483,316.0,1,51,28967,0.3251467633490105,0.20053256646892306,5071810,0.5071307433433347,0.2847182424088571,609,2368,240,349,42595,61390,16223,SSP
31489841,52,105,1,2,154,0.7333333333333333,0.2494438257849294,79,9949,504860,0.48328379497341206,0.30015491632572144,707.0,1,6,57,0.5588235294117647,0.16109486985446062,235149,0.4682881074428553,0.30966803636312584,13,36,10,16,240,349,183,SSP
31499614,102,215,1,9909,1052380,0.4939742353087515,0.2917048200644896,38,9931,1100883,0.5155962185592214,0.3003967271251019,1000.0,1,6,245537,0.3290106111707395,0.20812455138709368,523752,0.5243340107519346,0.2921021063613594,18,117,14,19,339,1490,362,SSP
31501925,102,200,8,991,108319,0.5465136226034311,0.2883844044489679,30,9933,954811,0.4806256921373201,0.30139219659435684,100.0,1,11,32133,0.3760620742925357,0.2339168795893151,501615,0.5009062177019517,0.30111584639454536,29,122,14,17,323,789,440,SSP
31503679,502,1040,1,100,53735,0.5166826923076924,0.2943579311374516,21,9999,5306880,0.5103279558725103,0.2848870971019228,22360.0,1,11,13856,0.31074928794097195,0.2005737821118136,2557423,0.5105147241271033,0.2849284899374504,285,1024,659,1281,12112,37285,5093,Network Simplex
31507434,502,1040,1,2,1583,0.7610576923076923,0.2497553351598888,29,9992,5370307,0.5167891043604114,0.2872504559041422,22360.0,1,11,557,0.5558882235528942,0.15754560687162567,2520280,0.5043106768918304,0.2872822049495732,121,782,566,990,13842,42239,3926,Network Simplex
31507624,202,390,1,2,576,0.7384615384615385,0.24973358585766045,1,997,198357,0.5101381066275751,0.2974827335721795,141.0,1,21,218,0.5422885572139303,0.13912568611054293,98475,0.491399571849878,0.3084665701988073,74,223,59,46,2119,4278,1562,CAS
31508447,502,905,16,9997,4459318,0.4928901874982384,0.2875949581337486,1,998,442487,0.4899157430883867,0.29683801351703104,223.0,1,101,1448900,0.33975751504509777,0.2196241520415281,248257,0.4965159860639442,0.2905256636511471,381,1188,668,412,23673,24417,11534,Network Simplex
31511129,102,215,3,998,111513,0.5197045253297293,0.2877070822710707,3,998,102907,0.4795964021065386,0.285039013694632,100.0,1,6,29593,0.31303418803418803,0.2020123543744486,45343,0.4525610827211754,0.27466912725911785,38,183,48,80,520,1704,836,Network Simplex
31514493,102,200,1,993,96857,0.4876988922457201,0.28699302754622263,29,9979,1016960,0.509550055115743,0.30149356009485995,100.0,1,11,27454,0.3916740377207749,0.2676612613282952,518699,0.5177050063877355,0.29718040571006393,25,97,14,19,347,302,279,SSP
31515532,102,200,34,9863,968064,0.49075534827131706,0.2956015294508202,2,100,10633,0.53165,0.2899651315244645,100.0,1,11,266257,0.37239835016133344,0.2488537387565977,5180,0.5128712871287129,0.28484609926182936,87,311,181,229,3241,9477,2521,Network Simplex
31517186,102,215,1,10,1166,0.5423255813953489,0.28501193128270824,1,97,10075,0.483097578518341,0.28912506082977696,100.0,1,6,315,0.3898514851485149,0.21419831590700775,4744,0.4842298662855976,0.27694424894576786,23,128,59,93,1027,1773,485,Network Simplex
31523941,202,410,1,10,2243,0.5470731707317074,0.2934300423746609,45,9984,2167299,0.5294566428236398,0.2839865542016063,14142.0,1,11,613,0.43567874911158494,0.2318664611339477,1058912,0.5276661563974997,0.2773518366957793,61,417,277,411,3417,8599,1839,Network Simplex
